iso3,year_id,fatalities,events_count,battles_count,protests_count,conflict_type,source,loaded_at
PRI,2018,125,238,21,91,Violence against civilians,acled,2026-04-20 19:50:05
SLV,2018,962,977,349,167,Violence against civilians,acled,2026-04-20 19:50:05
SUR,2018,1,35,1,28,Protests,acled,2026-04-20 19:50:05
TTO,2018,243,415,70,122,Violence against civilians,acled,2026-04-20 19:50:05
GUF,2018,0,46,0,44,Protests,acled,2026-04-20 19:50:05
GLP,2018,1,45,0,44,Protests,acled,2026-04-20 19:50:05
HTI,2018,296,533,61,361,Protests,acled,2026-04-20 19:50:05
BLZ,2018,91,200,39,34,Violence against civilians,acled,2026-04-20 19:50:05
CRI,2018,2,320,0,319,Protests,acled,2026-04-20 19:50:05
BHS,2018,0,25,0,22,Protests,acled,2026-04-20 19:50:05
BES,2018,0,4,0,4,Protests,acled,2026-04-20 19:50:05
SXM,2018,0,1,0,1,Protests,acled,2026-04-20 19:50:05
CUW,2018,0,9,0,8,Protests,acled,2026-04-20 19:50:05
DOM,2018,21,103,3,76,Protests,acled,2026-04-20 19:50:05
DMA,2018,0,11,0,11,Protests,acled,2026-04-20 19:50:05
BRB,2018,0,3,1,2,Protests,acled,2026-04-20 19:50:05
KNA,2018,1,4,0,2,Protests,acled,2026-04-20 19:50:05
ARG,2018,27,2130,0,2060,Protests,acled,2026-04-20 19:50:05
BOL,2018,26,335,7,325,Protests,acled,2026-04-20 19:50:05
BRA,2018,7373,18058,4632,7516,Protests,acled,2026-04-20 19:50:05
CHL,2018,4,1486,16,1315,Protests,acled,2026-04-20 19:50:05
COL,2018,1503,2798,535,528,Violence against civilians,acled,2026-04-20 19:50:05
PER,2018,19,419,5,403,Protests,acled,2026-04-20 19:50:05
VEN,2018,3221,4271,1037,2285,Protests,acled,2026-04-20 19:50:05
PRY,2018,6,303,3,289,Protests,acled,2026-04-20 19:50:05
URY,2018,0,54,0,52,Protests,acled,2026-04-20 19:50:05
MEX,2018,9595,13050,1563,5103,Violence against civilians,acled,2026-04-20 19:50:05
ETH,2018,1579,889,140,381,Protests,acled,2026-04-20 19:50:05
COD,2018,3297,1997,679,262,Violence against civilians,acled,2026-04-20 19:50:05
JPN,2018,0,1676,0,1667,Protests,acled,2026-04-20 19:50:05
MKD,2018,1,91,1,84,Protests,acled,2026-04-20 19:50:05
MTQ,2018,0,55,0,55,Protests,acled,2026-04-20 19:50:05
ZWE,2018,27,363,9,178,Violence against civilians,acled,2026-04-20 19:50:05
THA,2018,117,507,88,169,Protests,acled,2026-04-20 19:50:05
ECU,2018,14,181,1,172,Protests,acled,2026-04-20 19:50:05
CMR,2018,1664,824,303,40,Violence against civilians,acled,2026-04-20 19:50:05
MDG,2018,142,121,30,52,Violence against civilians,acled,2026-04-20 19:50:05
TZA,2018,41,55,4,26,Violence against civilians,acled,2026-04-20 19:50:05
GEO,2018,3,756,0,725,Protests,acled,2026-04-20 19:50:05
BFA,2018,303,402,79,115,Violence against civilians,acled,2026-04-20 19:50:05
MOZ,2018,212,145,17,32,Violence against civilians,acled,2026-04-20 19:50:05
CAF,2018,1171,632,216,47,Violence against civilians,acled,2026-04-20 19:50:05
SEN,2018,29,88,6,73,Protests,acled,2026-04-20 19:50:05
NAM,2018,1,33,0,33,Protests,acled,2026-04-20 19:50:05
BEN,2018,31,40,3,20,Violence against civilians,acled,2026-04-20 19:50:05
OMN,2018,0,4,0,3,Protests,acled,2026-04-20 19:50:05
GIN,2018,40,141,7,115,Protests,acled,2026-04-20 19:50:05
MNE,2018,2,101,0,79,Protests,acled,2026-04-20 19:50:05
LSO,2018,0,3,0,1,Strategic developments,acled,2026-04-20 19:50:05
HRV,2018,0,183,0,167,Protests,acled,2026-04-20 19:50:05
GHA,2018,23,101,14,62,Protests,acled,2026-04-20 19:50:05
ARE,2018,0,2,0,1,Protests,acled,2026-04-20 19:50:05
UGA,2018,146,366,18,207,Riots,acled,2026-04-20 19:50:05
CIV,2018,16,74,13,45,Riots,acled,2026-04-20 19:50:05
TCA,2018,0,6,0,2,Strategic developments,acled,2026-04-20 19:50:05
LKA,2018,26,589,8,515,Protests,acled,2026-04-20 19:50:05
TGO,2018,6,47,1,44,Protests,acled,2026-04-20 19:50:05
ATG,2018,0,24,0,23,Protests,acled,2026-04-20 19:50:05
SYR,2018,30226,20866,4273,554,Explosions/Remote violence,acled,2026-04-20 19:50:05
LCA,2018,0,1,0,1,Protests,acled,2026-04-20 19:50:05
ABW,2018,0,3,0,3,Protests,acled,2026-04-20 19:50:05
VGB,2018,0,2,0,2,Protests,acled,2026-04-20 19:50:05
GAB,2019,6,47,2,38,Protests,acled,2026-04-20 19:50:05
LBR,2019,11,80,0,71,Protests,acled,2026-04-20 19:50:05
KEN,2019,377,507,50,314,Protests,acled,2026-04-20 19:50:05
AGO,2019,24,65,1,48,Protests,acled,2026-04-20 19:50:05
IND,2019,1510,23605,1011,20959,Protests,acled,2026-04-20 19:50:05
SLE,2019,13,125,9,82,Riots,acled,2026-04-20 19:50:05
EGY,2019,1003,705,135,116,Explosions/Remote violence,acled,2026-04-20 19:50:05
ZMB,2019,11,38,3,19,Riots,acled,2026-04-20 19:50:05
TUN,2019,30,1461,22,1386,Protests,acled,2026-04-20 19:50:05
GRC,2019,7,872,1,749,Protests,acled,2026-04-20 19:50:05
UKR,2019,412,16577,7872,1558,Battles,acled,2026-04-20 19:50:05
MAR,2019,6,877,3,858,Protests,acled,2026-04-20 19:50:05
IRQ,2019,3502,3712,741,1225,Explosions/Remote violence,acled,2026-04-20 19:50:05
ISR,2019,11,837,7,509,Protests,acled,2026-04-20 19:50:05
TUR,2019,559,4733,490,3188,Protests,acled,2026-04-20 19:50:05
LBN,2019,25,3598,37,3426,Protests,acled,2026-04-20 19:50:05
NGA,2019,5952,2440,620,815,Violence against civilians,acled,2026-04-20 19:50:05
JOR,2019,25,841,19,772,Protests,acled,2026-04-20 19:50:05
SRB,2019,1,1066,1,1022,Protests,acled,2026-04-20 19:50:05
BIH,2019,1,186,0,151,Protests,acled,2026-04-20 19:50:05
MMR,2019,1647,1862,755,475,Battles,acled,2026-04-20 19:50:05
PAK,2019,1148,7675,396,6552,Protests,acled,2026-04-20 19:50:05
PHL,2019,1730,1943,414,334,Violence against civilians,acled,2026-04-20 19:50:05
SWZ,2019,3,31,0,26,Protests,acled,2026-04-20 19:50:05
MWI,2019,27,119,0,108,Riots,acled,2026-04-20 19:50:05
ZAF,2019,199,1606,6,1519,Protests,acled,2026-04-20 19:50:05
QAT,2019,0,4,0,4,Protests,acled,2026-04-20 19:50:05
KHM,2019,5,98,2,74,Protests,acled,2026-04-20 19:50:05
BDI,2019,305,803,82,97,Violence against civilians,acled,2026-04-20 19:50:05
NPL,2019,49,3231,19,2742,Protests,acled,2026-04-20 19:50:05
LSO,2019,6,11,1,8,Protests,acled,2026-04-20 19:50:05
MYS,2019,15,224,2,183,Protests,acled,2026-04-20 19:50:05
VNM,2019,1,58,1,36,Protests,acled,2026-04-20 19:50:05
IDN,2019,202,1631,53,1371,Protests,acled,2026-04-20 19:50:05
MDA,2019,0,240,1,185,Protests,acled,2026-04-20 19:50:05
DZA,2019,22,2155,7,2099,Protests,acled,2026-04-20 19:50:05
GMB,2019,2,18,3,12,Protests,acled,2026-04-20 19:50:05
PSE,2019,183,5226,94,2883,Riots,acled,2026-04-20 19:50:05
IRN,2019,478,2602,34,2445,Protests,acled,2026-04-20 19:50:05
RUS,2019,46,2116,22,2026,Protests,acled,2026-04-20 19:50:05
ALB,2019,0,354,0,336,Protests,acled,2026-04-20 19:50:05
BLR,2019,0,186,0,170,Protests,acled,2026-04-20 19:50:05
YEM,2019,28011,11851,3635,424,Explosions/Remote violence,acled,2026-04-20 19:50:05
SDN,2019,776,1584,102,1167,Protests,acled,2026-04-20 19:50:05
SOM,2019,5048,3135,1428,108,Battles,acled,2026-04-20 19:50:05
TCD,2019,565,211,51,61,Battles,acled,2026-04-20 19:50:05
BGD,2019,391,1736,101,1349,Protests,acled,2026-04-20 19:50:05
BHR,2019,1,717,0,703,Protests,acled,2026-04-20 19:50:05
SSD,2019,1801,569,198,32,Violence against civilians,acled,2026-04-20 19:50:05
KWT,2019,0,22,0,22,Protests,acled,2026-04-20 19:50:05
LAO,2019,2,4,0,0,Strategic developments,acled,2026-04-20 19:50:05
DJI,2019,4,18,1,8,Violence against civilians,acled,2026-04-20 19:50:05
BWA,2019,0,12,0,12,Protests,acled,2026-04-20 19:50:05
KAZ,2019,7,561,2,517,Protests,acled,2026-04-20 19:50:05
TJK,2019,66,40,2,14,Violence against civilians,acled,2026-04-20 19:50:05
TKM,2019,8,15,3,3,Violence against civilians,acled,2026-04-20 19:50:05
KGZ,2019,8,286,6,241,Protests,acled,2026-04-20 19:50:05
ROU,2019,1,602,0,579,Protests,acled,2026-04-20 19:50:05
RWA,2019,85,53,8,2,Violence against civilians,acled,2026-04-20 19:50:05
UZB,2019,3,84,0,57,Protests,acled,2026-04-20 19:50:05
COG,2019,2,18,0,14,Protests,acled,2026-04-20 19:50:05
AZE,2019,14,4465,4375,59,Battles,acled,2026-04-20 19:50:05
ARM,2019,2,1685,1259,320,Battles,acled,2026-04-20 19:50:05
MRT,2019,3,128,0,125,Protests,acled,2026-04-20 19:50:05
CIV,2019,46,226,12,188,Protests,acled,2026-04-20 19:50:05
GIN,2019,46,245,5,204,Protests,acled,2026-04-20 19:50:05
HRV,2019,3,233,0,211,Protests,acled,2026-04-20 19:50:05
ARE,2019,0,2,0,1,Protests,acled,2026-04-20 19:50:05
TGO,2019,9,29,5,12,Protests,acled,2026-04-20 19:50:05
LBY,2019,2294,1472,497,139,Explosions/Remote violence,acled,2026-04-20 19:50:05
SEN,2019,4,52,1,45,Protests,acled,2026-04-20 19:50:05
BFA,2019,2220,892,213,163,Violence against civilians,acled,2026-04-20 19:50:05
ERI,2019,0,4,0,0,Strategic developments,acled,2026-04-20 19:50:05
AFG,2019,41608,13908,9185,62,Battles,acled,2026-04-20 19:50:05
ARG,2019,24,1278,1,1236,Protests,acled,2026-04-20 19:50:05
BOL,2019,36,628,0,617,Protests,acled,2026-04-20 19:50:05
BRA,2019,5761,12674,3726,3926,Battles,acled,2026-04-20 19:50:05
CHL,2019,44,3405,5,3151,Protests,acled,2026-04-20 19:50:05
COL,2019,1430,2940,514,819,Violence against civilians,acled,2026-04-20 19:50:05
CRI,2019,10,384,1,362,Protests,acled,2026-04-20 19:50:05
GTM,2019,1115,1595,548,445,Battles,acled,2026-04-20 19:50:05
HND,2019,1016,1757,125,855,Violence against civilians,acled,2026-04-20 19:50:05
NIC,2019,29,317,1,229,Protests,acled,2026-04-20 19:50:05
PRY,2019,25,588,5,562,Protests,acled,2026-04-20 19:50:05
PRI,2019,150,230,28,64,Violence against civilians,acled,2026-04-20 19:50:05
SLV,2019,899,950,332,111,Violence against civilians,acled,2026-04-20 19:50:05
VEN,2019,3378,5317,1045,2910,Protests,acled,2026-04-20 19:50:05
PAN,2019,2,384,1,374,Protests,acled,2026-04-20 19:50:05
BLZ,2019,104,204,30,34,Violence against civilians,acled,2026-04-20 19:50:05
CUB,2019,2,29,0,18,Protests,acled,2026-04-20 19:50:05
PER,2019,32,752,5,717,Protests,acled,2026-04-20 19:50:05
DMA,2019,1,19,0,18,Protests,acled,2026-04-20 19:50:05
DOM,2019,18,50,1,33,Protests,acled,2026-04-20 19:50:05
URY,2019,3,63,0,58,Protests,acled,2026-04-20 19:50:05
GUY,2019,2,52,0,50,Protests,acled,2026-04-20 19:50:05
HTI,2019,488,1185,120,827,Riots,acled,2026-04-20 19:50:05
JAM,2019,281,313,56,27,Violence against civilians,acled,2026-04-20 19:50:05
TTO,2019,181,279,37,53,Violence against civilians,acled,2026-04-20 19:50:05
GRD,2019,0,1,0,1,Protests,acled,2026-04-20 19:50:05
BHS,2019,0,17,1,6,Strategic developments,acled,2026-04-20 19:50:05
SUR,2019,7,12,0,8,Protests,acled,2026-04-20 19:50:05
SAU,2019,1043,298,79,2,Explosions/Remote violence,acled,2026-04-20 19:50:05
SXM,2019,0,2,0,1,Protests,acled,2026-04-20 19:50:05
CYP,2019,1,215,0,186,Protests,acled,2026-04-20 19:50:05
CHN,2019,15,3760,1,2711,Protests,acled,2026-04-20 19:50:05
KOR,2019,0,5515,0,5511,Protests,acled,2026-04-20 19:50:05
MNG,2019,0,94,0,85,Protests,acled,2026-04-20 19:50:05
TWN,2019,0,831,0,828,Protests,acled,2026-04-20 19:50:05
PRK,2019,12,38,0,1,Strategic developments,acled,2026-04-20 19:50:05
MLI,2019,1875,822,185,151,Violence against civilians,acled,2026-04-20 19:50:05
MEX,2019,9243,13372,1535,5632,Violence against civilians,acled,2026-04-20 19:50:05
ETH,2019,670,317,45,197,Protests,acled,2026-04-20 19:50:05
COD,2019,4562,3617,959,757,Violence against civilians,acled,2026-04-20 19:50:05
JPN,2019,0,1335,0,1326,Protests,acled,2026-04-20 19:50:05
MNE,2019,0,146,0,125,Protests,acled,2026-04-20 19:50:05
ZWE,2019,42,197,5,113,Violence against civilians,acled,2026-04-20 19:50:05
MKD,2019,0,197,0,183,Protests,acled,2026-04-20 19:50:05
THA,2019,174,569,80,193,Protests,acled,2026-04-20 19:50:05
ECU,2019,12,421,1,405,Protests,acled,2026-04-20 19:50:05
GEO,2019,3,878,3,850,Protests,acled,2026-04-20 19:50:05
CMR,2019,1302,879,253,60,Violence against civilians,acled,2026-04-20 19:50:05
NER,2019,729,371,47,42,Violence against civilians,acled,2026-04-20 19:50:05
CAF,2019,596,309,75,54,Violence against civilians,acled,2026-04-20 19:50:05
MDG,2019,351,332,131,81,Battles,acled,2026-04-20 19:50:05
NAM,2019,4,46,0,41,Protests,acled,2026-04-20 19:50:05
MOZ,2019,691,354,42,61,Violence against civilians,acled,2026-04-20 19:50:05
TZA,2019,43,51,2,18,Violence against civilians,acled,2026-04-20 19:50:05
BEN,2019,37,67,7,46,Riots,acled,2026-04-20 19:50:05
CUW,2019,0,9,0,9,Protests,acled,2026-04-20 19:50:05
GNB,2019,1,12,0,10,Protests,acled,2026-04-20 19:50:05
LCA,2019,0,3,0,2,Protests,acled,2026-04-20 19:50:05
MAF,2019,0,6,0,6,Protests,acled,2026-04-20 19:50:05
ABW,2019,0,11,0,11,Protests,acled,2026-04-20 19:50:05
GLP,2019,0,10,0,10,Protests,acled,2026-04-20 19:50:05
CYM,2019,0,7,0,7,Protests,acled,2026-04-20 19:50:05
BGR,2019,0,398,0,386,Protests,acled,2026-04-20 19:50:05
GNQ,2019,1,3,0,1,Violence against civilians,acled,2026-04-20 19:50:05
UGA,2019,163,370,25,241,Riots,acled,2026-04-20 19:50:05
OMN,2019,0,4,0,3,Protests,acled,2026-04-20 19:50:05
LKA,2019,304,949,8,803,Protests,acled,2026-04-20 19:50:05
TCA,2019,0,4,0,2,Strategic developments,acled,2026-04-20 19:50:05
GHA,2019,43,181,23,123,Protests,acled,2026-04-20 19:50:05
ATG,2019,0,10,0,9,Protests,acled,2026-04-20 19:50:05
SYR,2019,15629,20062,2892,396,Explosions/Remote violence,acled,2026-04-20 19:50:05
MTQ,2019,0,15,0,15,Protests,acled,2026-04-20 19:50:05
BES,2019,0,1,0,1,Protests,acled,2026-04-20 19:50:05
VCT,2019,0,1,0,1,Protests,acled,2026-04-20 19:50:05
VGB,2019,0,1,0,1,Protests,acled,2026-04-20 19:50:05
TUR,2020,359,4285,303,2218,Protests,acled,2026-04-20 19:50:05
JOR,2020,16,381,11,343,Protests,acled,2026-04-20 19:50:05
IRN,2020,435,2388,44,2011,Protests,acled,2026-04-20 19:50:05
KHM,2020,12,131,1,101,Protests,acled,2026-04-20 19:50:05
IDN,2020,134,2012,67,1747,Protests,acled,2026-04-20 19:50:05
TUN,2020,15,1774,8,1738,Protests,acled,2026-04-20 19:50:05
DZA,2020,33,2176,14,2123,Protests,acled,2026-04-20 19:50:05
BDI,2020,330,654,65,59,Violence against civilians,acled,2026-04-20 19:50:05
KAZ,2020,21,861,0,833,Protests,acled,2026-04-20 19:50:05
GIN,2020,146,658,19,573,Riots,acled,2026-04-20 19:50:05
GAB,2020,4,36,0,32,Protests,acled,2026-04-20 19:50:05
MAR,2020,4,1385,8,1351,Protests,acled,2026-04-20 19:50:05
AZE,2020,7057,4189,3643,79,Battles,acled,2026-04-20 19:50:05
ARM,2020,27,1585,1108,332,Battles,acled,2026-04-20 19:50:05
MMR,2020,698,1575,508,203,Battles,acled,2026-04-20 19:50:05
VNM,2020,4,20,0,11,Protests,acled,2026-04-20 19:50:05
KGZ,2020,2,343,3,315,Protests,acled,2026-04-20 19:50:05
UZB,2020,4,225,0,199,Protests,acled,2026-04-20 19:50:05
BEN,2020,64,165,21,89,Riots,acled,2026-04-20 19:50:05
GMB,2020,3,29,1,22,Riots,acled,2026-04-20 19:50:05
ZAF,2020,183,1864,3,1754,Protests,acled,2026-04-20 19:50:05
LBY,2020,1562,1414,342,159,Explosions/Remote violence,acled,2026-04-20 19:50:05
MWI,2020,60,249,1,227,Riots,acled,2026-04-20 19:50:05
NGA,2020,8483,3942,1034,1220,Violence against civilians,acled,2026-04-20 19:50:05
SDN,2020,959,1022,147,584,Protests,acled,2026-04-20 19:50:05
SOM,2020,3495,3025,1657,153,Battles,acled,2026-04-20 19:50:05
IND,2020,1336,18083,1126,15968,Protests,acled,2026-04-20 19:50:05
PHL,2020,1506,1759,467,334,Violence against civilians,acled,2026-04-20 19:50:05
TJK,2020,2,28,1,17,Protests,acled,2026-04-20 19:50:05
EGY,2020,626,644,142,118,Explosions/Remote violence,acled,2026-04-20 19:50:05
MRT,2020,4,339,3,327,Protests,acled,2026-04-20 19:50:05
GHA,2020,69,370,25,258,Protests,acled,2026-04-20 19:50:05
BWA,2020,7,14,0,9,Riots,acled,2026-04-20 19:50:05
LSO,2020,6,23,0,12,Violence against civilians,acled,2026-04-20 19:50:05
AFG,2020,31419,10347,6162,152,Battles,acled,2026-04-20 19:50:05
ISR,2020,1,1665,2,1400,Protests,acled,2026-04-20 19:50:05
TGO,2020,14,68,7,40,Protests,acled,2026-04-20 19:50:05
COG,2020,1,15,0,13,Protests,acled,2026-04-20 19:50:05
SWZ,2020,6,36,1,17,Violence against civilians,acled,2026-04-20 19:50:05
TCD,2020,738,159,58,37,Battles,acled,2026-04-20 19:50:05
NPL,2020,37,3223,17,2962,Protests,acled,2026-04-20 19:50:05
UKR,2020,121,9958,3383,1459,Explosions/Remote violence,acled,2026-04-20 19:50:05
ALB,2020,0,226,0,219,Protests,acled,2026-04-20 19:50:05
ARG,2020,24,2947,1,2895,Protests,acled,2026-04-20 19:50:05
BLZ,2020,75,185,26,30,Violence against civilians,acled,2026-04-20 19:50:05
BRA,2020,5690,11348,3241,3092,Battles,acled,2026-04-20 19:50:05
CHL,2020,26,2083,36,1793,Protests,acled,2026-04-20 19:50:05
CUB,2020,3,136,0,58,Violence against civilians,acled,2026-04-20 19:50:05
GTM,2020,573,948,321,240,Violence against civilians,acled,2026-04-20 19:50:05
GUY,2020,6,130,3,111,Riots,acled,2026-04-20 19:50:05
PRY,2020,18,778,6,745,Protests,acled,2026-04-20 19:50:05
PER,2020,45,1233,7,1205,Protests,acled,2026-04-20 19:50:05
PRI,2020,118,187,23,36,Violence against civilians,acled,2026-04-20 19:50:05
VEN,2020,2702,4724,1119,2708,Protests,acled,2026-04-20 19:50:05
CRI,2020,9,630,2,617,Protests,acled,2026-04-20 19:50:05
PAN,2020,4,377,1,365,Protests,acled,2026-04-20 19:50:05
SLV,2020,391,617,141,210,Violence against civilians,acled,2026-04-20 19:50:05
URY,2020,2,64,0,58,Protests,acled,2026-04-20 19:50:05
DMA,2020,0,6,0,5,Protests,acled,2026-04-20 19:50:05
BOL,2020,1,781,0,777,Protests,acled,2026-04-20 19:50:05
HND,2020,727,1339,110,615,Protests,acled,2026-04-20 19:50:05
DOM,2020,10,107,6,66,Protests,acled,2026-04-20 19:50:05
COL,2020,1769,3088,577,839,Violence against civilians,acled,2026-04-20 19:50:05
NIC,2020,28,139,0,75,Protests,acled,2026-04-20 19:50:05
HTI,2020,717,1028,182,456,Violence against civilians,acled,2026-04-20 19:50:05
JAM,2020,266,309,82,46,Violence against civilians,acled,2026-04-20 19:50:05
TTO,2020,162,312,54,95,Violence against civilians,acled,2026-04-20 19:50:05
KNA,2020,0,2,0,1,Protests,acled,2026-04-20 19:50:05
SUR,2020,1,41,0,35,Protests,acled,2026-04-20 19:50:05
SSD,2020,2455,914,401,63,Violence against civilians,acled,2026-04-20 19:50:05
AGO,2020,74,130,3,87,Protests,acled,2026-04-20 19:50:05
GRC,2020,6,941,0,835,Protests,acled,2026-04-20 19:50:05
ROU,2020,3,210,0,198,Protests,acled,2026-04-20 19:50:05
RUS,2020,56,1641,23,1556,Protests,acled,2026-04-20 19:50:05
BGR,2020,0,914,0,902,Protests,acled,2026-04-20 19:50:05
SRB,2020,0,413,0,403,Protests,acled,2026-04-20 19:50:05
CYP,2020,0,270,0,242,Protests,acled,2026-04-20 19:50:05
HRV,2020,0,142,0,134,Protests,acled,2026-04-20 19:50:05
BIH,2020,0,145,0,135,Protests,acled,2026-04-20 19:50:05
BES,2020,0,4,0,3,Protests,acled,2026-04-20 19:50:05
YEM,2020,19795,11911,3969,706,Explosions/Remote violence,acled,2026-04-20 19:50:05
DJI,2020,0,35,1,30,Protests,acled,2026-04-20 19:50:05
MDA,2020,0,304,0,287,Protests,acled,2026-04-20 19:50:05
PAK,2020,934,8866,300,8298,Protests,acled,2026-04-20 19:50:05
BGD,2020,279,1524,21,1293,Protests,acled,2026-04-20 19:50:05
SLE,2020,31,81,8,60,Riots,acled,2026-04-20 19:50:05
CIV,2020,151,463,41,380,Riots,acled,2026-04-20 19:50:05
LBR,2020,2,121,5,94,Protests,acled,2026-04-20 19:50:05
BLR,2020,6,1838,2,1760,Protests,acled,2026-04-20 19:50:05
OMN,2020,0,6,0,0,Strategic developments,acled,2026-04-20 19:50:05
SAU,2020,54,121,6,4,Strategic developments,acled,2026-04-20 19:50:05
KEN,2020,364,596,80,359,Protests,acled,2026-04-20 19:50:05
GNQ,2020,0,7,0,1,Strategic developments,acled,2026-04-20 19:50:05
MLI,2020,2856,1268,424,182,Violence against civilians,acled,2026-04-20 19:50:05
TKM,2020,1,16,1,10,Protests,acled,2026-04-20 19:50:05
GUF,2020,0,17,0,15,Protests,acled,2026-04-20 19:50:05
RWA,2020,63,47,1,2,Violence against civilians,acled,2026-04-20 19:50:05
SXM,2020,0,12,0,9,Protests,acled,2026-04-20 19:50:05
LBN,2020,48,2992,60,2798,Protests,acled,2026-04-20 19:50:05
IRQ,2020,2691,6307,961,2238,Explosions/Remote violence,acled,2026-04-20 19:50:05
GNB,2020,8,22,3,8,Strategic developments,acled,2026-04-20 19:50:05
CUW,2020,0,19,0,15,Protests,acled,2026-04-20 19:50:05
BHR,2020,0,308,0,281,Protests,acled,2026-04-20 19:50:05
CMR,2020,1762,1531,435,192,Violence against civilians,acled,2026-04-20 19:50:05
ERI,2020,1,9,0,0,Explosions/Remote violence,acled,2026-04-20 19:50:05
BHS,2020,4,13,1,6,Protests,acled,2026-04-20 19:50:05
LCA,2020,0,10,0,8,Protests,acled,2026-04-20 19:50:05
KWT,2020,1,21,0,16,Protests,acled,2026-04-20 19:50:05
GRD,2020,0,4,0,2,Strategic developments,acled,2026-04-20 19:50:05
CHN,2020,9,2435,0,1799,Protests,acled,2026-04-20 19:50:05
KOR,2020,0,5027,1,5016,Protests,acled,2026-04-20 19:50:05
MNG,2020,0,76,0,67,Protests,acled,2026-04-20 19:50:05
TWN,2020,0,534,0,533,Protests,acled,2026-04-20 19:50:05
AIA,2020,0,2,0,1,Protests,acled,2026-04-20 19:50:05
MYS,2020,2,88,0,50,Protests,acled,2026-04-20 19:50:05
ZMB,2020,40,101,0,85,Riots,acled,2026-04-20 19:50:05
LAO,2020,2,4,1,1,Battles,acled,2026-04-20 19:50:05
PRK,2020,18,49,0,1,Strategic developments,acled,2026-04-20 19:50:05
PSE,2020,57,5558,112,3095,Riots,acled,2026-04-20 19:50:05
GEO,2020,1,925,3,888,Protests,acled,2026-04-20 19:50:05
QAT,2020,0,7,0,2,Strategic developments,acled,2026-04-20 19:50:05
AND,2020,0,7,0,5,Protests,acled,2026-04-20 19:50:05
CHE,2020,0,171,0,168,Protests,acled,2026-04-20 19:50:05
CZE,2020,0,227,1,222,Protests,acled,2026-04-20 19:50:05
DEU,2020,14,4780,2,4466,Protests,acled,2026-04-20 19:50:05
DNK,2020,1,604,4,588,Protests,acled,2026-04-20 19:50:05
EST,2020,0,141,0,141,Protests,acled,2026-04-20 19:50:05
FIN,2020,1,248,0,222,Protests,acled,2026-04-20 19:50:05
FRA,2020,9,5552,2,5470,Protests,acled,2026-04-20 19:50:05
GBR,2020,5,2364,2,2310,Protests,acled,2026-04-20 19:50:05
GRL,2020,0,2,0,2,Protests,acled,2026-04-20 19:50:05
HUN,2020,0,208,0,202,Protests,acled,2026-04-20 19:50:05
IMN,2020,0,7,0,7,Protests,acled,2026-04-20 19:50:05
IRL,2020,0,300,1,291,Protests,acled,2026-04-20 19:50:05
ITA,2020,0,5956,0,5778,Protests,acled,2026-04-20 19:50:05
LVA,2020,0,70,0,69,Protests,acled,2026-04-20 19:50:05
NOR,2020,1,322,0,304,Protests,acled,2026-04-20 19:50:05
POL,2020,0,1846,0,1838,Protests,acled,2026-04-20 19:50:05
PRT,2020,2,373,0,368,Protests,acled,2026-04-20 19:50:05
SVK,2020,0,152,0,146,Protests,acled,2026-04-20 19:50:05
SVN,2020,0,135,0,133,Protests,acled,2026-04-20 19:50:05
SWE,2020,1,976,1,933,Protests,acled,2026-04-20 19:50:05
ESP,2020,1,3497,0,3479,Protests,acled,2026-04-20 19:50:05
