iso3,year_id,fatalities,events_count,battles_count,protests_count,conflict_type,source,loaded_at
DEU,2022,1,4918,0,4884,Protests,acled,2026-04-20 19:50:05
GBR,2022,0,1798,0,1774,Protests,acled,2026-04-20 19:50:05
USA,2022,105,13303,7,12335,Protests,acled,2026-04-20 19:50:05
THA,2022,43,596,32,341,Protests,acled,2026-04-20 19:50:05
BEN,2022,168,260,42,59,Violence against civilians,acled,2026-04-20 19:50:05
CIV,2022,48,133,22,69,Protests,acled,2026-04-20 19:50:05
PAN,2022,2,636,0,631,Protests,acled,2026-04-20 19:50:05
TTO,2022,285,622,52,265,Violence against civilians,acled,2026-04-20 19:50:05
PSE,2022,225,8995,650,5852,Riots,acled,2026-04-20 19:50:05
SEN,2022,22,205,11,174,Protests,acled,2026-04-20 19:50:05
GAB,2022,0,54,1,48,Protests,acled,2026-04-20 19:50:05
MWI,2022,40,212,0,199,Protests,acled,2026-04-20 19:50:05
TZA,2022,39,76,1,29,Violence against civilians,acled,2026-04-20 19:50:05
NAM,2022,3,91,0,89,Protests,acled,2026-04-20 19:50:05
MDG,2022,364,365,90,175,Riots,acled,2026-04-20 19:50:05
MOZ,2022,925,632,140,71,Violence against civilians,acled,2026-04-20 19:50:05
GNB,2022,12,33,2,19,Protests,acled,2026-04-20 19:50:05
ZWE,2022,33,212,2,151,Riots,acled,2026-04-20 19:50:05
HTI,2022,1637,1497,379,499,Violence against civilians,acled,2026-04-20 19:50:05
BLZ,2022,48,111,19,27,Violence against civilians,acled,2026-04-20 19:50:05
NIC,2022,7,104,1,12,Strategic developments,acled,2026-04-20 19:50:05
GTM,2022,745,1381,336,523,Protests,acled,2026-04-20 19:50:05
GUY,2022,0,77,1,68,Protests,acled,2026-04-20 19:50:05
SUR,2022,0,71,0,67,Protests,acled,2026-04-20 19:50:05
YEM,2022,6620,8098,1548,501,Explosions/Remote violence,acled,2026-04-20 19:50:05
PHL,2022,930,1245,348,287,Violence against civilians,acled,2026-04-20 19:50:05
MYS,2022,4,159,0,140,Protests,acled,2026-04-20 19:50:05
JPN,2022,1,1604,0,1602,Protests,acled,2026-04-20 19:50:05
MNG,2022,0,129,0,129,Protests,acled,2026-04-20 19:50:05
ARM,2022,217,587,97,420,Protests,acled,2026-04-20 19:50:05
BLR,2022,4,204,1,82,Protests,acled,2026-04-20 19:50:05
AZE,2022,68,523,313,122,Battles,acled,2026-04-20 19:50:05
CZE,2022,0,421,1,302,Protests,acled,2026-04-20 19:50:05
BGR,2022,2,610,0,608,Protests,acled,2026-04-20 19:50:05
SVN,2022,0,77,0,64,Protests,acled,2026-04-20 19:50:05
MDV,2022,0,48,0,48,Protests,acled,2026-04-20 19:50:05
ESP,2022,0,3964,0,3939,Protests,acled,2026-04-20 19:50:05
MRT,2022,6,231,3,218,Protests,acled,2026-04-20 19:50:05
DJI,2022,7,8,1,5,Protests,acled,2026-04-20 19:50:05
ISR,2022,31,1071,5,898,Protests,acled,2026-04-20 19:50:05
CPV,2022,0,50,1,49,Protests,acled,2026-04-20 19:50:05
HND,2022,695,1853,77,1131,Protests,acled,2026-04-20 19:50:05
HUN,2022,0,429,0,417,Protests,acled,2026-04-20 19:50:05
EST,2022,0,76,0,74,Protests,acled,2026-04-20 19:50:05
SVK,2022,2,215,0,87,Strategic developments,acled,2026-04-20 19:50:05
PRT,2022,0,335,0,333,Protests,acled,2026-04-20 19:50:05
SMR,2022,0,12,0,12,Protests,acled,2026-04-20 19:50:05
IRL,2022,0,283,0,281,Protests,acled,2026-04-20 19:50:05
NER,2022,1019,989,142,25,Violence against civilians,acled,2026-04-20 19:50:05
URY,2022,1,117,0,115,Protests,acled,2026-04-20 19:50:05
TLS,2022,2,9,0,6,Protests,acled,2026-04-20 19:50:05
TJK,2022,71,33,12,5,Battles,acled,2026-04-20 19:50:05
NLD,2022,0,925,0,919,Protests,acled,2026-04-20 19:50:05
AUS,2022,7,814,1,809,Protests,acled,2026-04-20 19:50:05
CAN,2022,0,1869,0,1844,Protests,acled,2026-04-20 19:50:05
NZL,2022,0,310,0,305,Protests,acled,2026-04-20 19:50:05
SLE,2022,24,43,0,25,Riots,acled,2026-04-20 19:50:05
COG,2022,19,22,0,11,Violence against civilians,acled,2026-04-20 19:50:05
ECU,2022,44,1439,4,1375,Protests,acled,2026-04-20 19:50:05
HRV,2022,0,113,0,111,Protests,acled,2026-04-20 19:50:05
MKD,2022,0,168,0,163,Protests,acled,2026-04-20 19:50:05
MDA,2022,0,455,0,419,Protests,acled,2026-04-20 19:50:05
KIR,2022,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
AUT,2022,0,314,0,308,Protests,acled,2026-04-20 19:50:05
ARE,2022,3,25,0,7,Strategic developments,acled,2026-04-20 19:50:05
BWA,2022,4,16,0,16,Riots,acled,2026-04-20 19:50:05
LVA,2022,0,50,0,47,Protests,acled,2026-04-20 19:50:05
SLB,2022,1,12,0,8,Protests,acled,2026-04-20 19:50:05
TKM,2022,0,3,0,2,Protests,acled,2026-04-20 19:50:05
LAO,2022,0,2,0,2,Protests,acled,2026-04-20 19:50:05
NCL,2022,0,51,0,46,Protests,acled,2026-04-20 19:50:05
VNM,2022,0,11,0,11,Protests,acled,2026-04-20 19:50:05
LTU,2022,0,79,0,76,Protests,acled,2026-04-20 19:50:05
FJI,2022,0,7,0,3,Strategic developments,acled,2026-04-20 19:50:05
BHS,2022,0,20,0,3,Strategic developments,acled,2026-04-20 19:50:05
COM,2022,2,27,0,23,Riots,acled,2026-04-20 19:50:05
MYT,2022,3,46,1,39,Riots,acled,2026-04-20 19:50:05
ERI,2022,0,12,2,0,Strategic developments,acled,2026-04-20 19:50:05
PYF,2022,0,19,0,17,Protests,acled,2026-04-20 19:50:05
PNG,2022,254,232,4,189,Riots,acled,2026-04-20 19:50:05
AND,2022,0,4,0,4,Protests,acled,2026-04-20 19:50:05
SAU,2022,89,63,0,1,Explosions/Remote violence,acled,2026-04-20 19:50:05
KHM,2022,1,137,0,128,Protests,acled,2026-04-20 19:50:05
WSM,2022,0,3,0,0,Strategic developments,acled,2026-04-20 19:50:05
JOR,2022,14,461,12,443,Protests,acled,2026-04-20 19:50:05
GNQ,2022,4,3,0,1,Strategic developments,acled,2026-04-20 19:50:05
GMB,2022,4,10,2,4,Riots,acled,2026-04-20 19:50:05
SGP,2022,0,8,0,4,Protests,acled,2026-04-20 19:50:05
BLM,2022,0,4,0,2,Strategic developments,acled,2026-04-20 19:50:05
GLP,2022,0,104,0,103,Protests,acled,2026-04-20 19:50:05
GUF,2022,0,35,0,33,Protests,acled,2026-04-20 19:50:05
MUS,2022,3,150,0,135,Protests,acled,2026-04-20 19:50:05
BES,2022,0,11,0,11,Protests,acled,2026-04-20 19:50:05
TGO,2022,81,48,9,11,Violence against civilians,acled,2026-04-20 19:50:05
STP,2022,5,12,1,9,Protests,acled,2026-04-20 19:50:05
BTN,2022,0,2,0,2,Riots,acled,2026-04-20 19:50:05
CHE,2022,2,193,1,189,Protests,acled,2026-04-20 19:50:05
GRL,2022,0,7,0,7,Protests,acled,2026-04-20 19:50:05
CXR,2022,0,1,0,1,Protests,acled,2026-04-20 19:50:05
TON,2022,0,2,0,0,Strategic developments,acled,2026-04-20 19:50:05
MCO,2022,0,2,0,2,Protests,acled,2026-04-20 19:50:05
GRD,2022,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
RWA,2022,16,28,5,5,Violence against civilians,acled,2026-04-20 19:50:05
AIA,2022,0,1,0,1,Protests,acled,2026-04-20 19:50:05
KNA,2022,0,2,0,0,Strategic developments,acled,2026-04-20 19:50:05
KWT,2022,0,22,0,15,Protests,acled,2026-04-20 19:50:05
DMA,2022,0,17,0,16,Protests,acled,2026-04-20 19:50:05
QAT,2022,0,10,0,8,Protests,acled,2026-04-20 19:50:05
VUT,2022,1,3,0,2,Riots,acled,2026-04-20 19:50:05
NRU,2022,0,2,0,0,Strategic developments,acled,2026-04-20 19:50:05
VAT,2022,0,1,0,1,Protests,acled,2026-04-20 19:50:05
UGA,2022,363,666,86,362,Riots,acled,2026-04-20 19:50:05
BRB,2022,0,2,0,1,Protests,acled,2026-04-20 19:50:05
BEL,2022,3,551,2,543,Protests,acled,2026-04-20 19:50:05
OMN,2022,0,8,0,0,Strategic developments,acled,2026-04-20 19:50:05
TCA,2022,0,3,0,0,Strategic developments,acled,2026-04-20 19:50:05
LKA,2022,12,1118,0,1103,Protests,acled,2026-04-20 19:50:05
IMN,2022,0,1,0,1,Protests,acled,2026-04-20 19:50:05
ISL,2022,0,29,0,28,Protests,acled,2026-04-20 19:50:05
BMU,2022,0,8,0,8,Protests,acled,2026-04-20 19:50:05
REU,2022,0,114,0,109,Protests,acled,2026-04-20 19:50:05
SPM,2022,0,8,0,6,Protests,acled,2026-04-20 19:50:05
VCT,2022,0,2,0,2,Protests,acled,2026-04-20 19:50:05
LCA,2022,0,18,0,17,Protests,acled,2026-04-20 19:50:05
SYR,2022,6094,12421,2012,558,Explosions/Remote violence,acled,2026-04-20 19:50:05
ATG,2022,0,21,0,21,Protests,acled,2026-04-20 19:50:05
FRO,2022,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
GGY,2022,0,2,0,2,Protests,acled,2026-04-20 19:50:05
LIE,2022,0,5,0,5,Protests,acled,2026-04-20 19:50:05
MLT,2022,0,83,0,82,Protests,acled,2026-04-20 19:50:05
MSR,2022,0,1,0,1,Protests,acled,2026-04-20 19:50:05
WLF,2022,0,4,0,1,Strategic developments,acled,2026-04-20 19:50:05
CUW,2022,0,6,0,6,Protests,acled,2026-04-20 19:50:05
MTQ,2022,0,34,0,33,Protests,acled,2026-04-20 19:50:05
LUX,2022,0,33,0,33,Protests,acled,2026-04-20 19:50:05
ATA,2022,0,3,0,3,Protests,acled,2026-04-20 19:50:05
SYC,2022,0,3,0,3,Protests,acled,2026-04-20 19:50:05
ABW,2022,0,8,0,8,Protests,acled,2026-04-20 19:50:05
MAF,2022,0,8,0,6,Riots,acled,2026-04-20 19:50:05
SXM,2022,0,5,0,3,Protests,acled,2026-04-20 19:50:05
GUM,2022,0,9,0,9,Protests,acled,2026-04-20 19:50:05
COK,2022,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
CYM,2022,0,3,0,3,Protests,acled,2026-04-20 19:50:05
VGB,2022,0,2,0,2,Protests,acled,2026-04-20 19:50:05
ASM,2022,0,4,0,3,Protests,acled,2026-04-20 19:50:05
GIB,2022,0,1,0,1,Protests,acled,2026-04-20 19:50:05
COD,2023,5508,3750,1172,513,Violence against civilians,acled,2026-04-20 19:50:05
ETH,2023,3753,1767,809,207,Battles,acled,2026-04-20 19:50:05
LSO,2023,12,18,0,10,Violence against civilians,acled,2026-04-20 19:50:05
MWI,2023,53,204,1,184,Riots,acled,2026-04-20 19:50:05
ZAF,2023,315,2088,4,1885,Protests,acled,2026-04-20 19:50:05
SOM,2023,9176,3794,1984,131,Battles,acled,2026-04-20 19:50:05
SSD,2023,3061,1845,530,104,Violence against civilians,acled,2026-04-20 19:50:05
SDN,2023,16993,6708,2580,617,Battles,acled,2026-04-20 19:50:05
ZMB,2023,15,66,0,50,Riots,acled,2026-04-20 19:50:05
ARG,2023,7,2410,1,2390,Protests,acled,2026-04-20 19:50:05
BOL,2023,15,1300,3,1283,Protests,acled,2026-04-20 19:50:05
BRA,2023,8410,12402,4305,2176,Violence against civilians,acled,2026-04-20 19:50:05
CHL,2023,36,1794,27,1456,Protests,acled,2026-04-20 19:50:05
COL,2023,2019,5733,695,2710,Protests,acled,2026-04-20 19:50:05
PRY,2023,11,840,5,814,Protests,acled,2026-04-20 19:50:05
PER,2023,82,3385,4,3345,Protests,acled,2026-04-20 19:50:05
VEN,2023,783,3620,386,2933,Protests,acled,2026-04-20 19:50:05
YEM,2023,2697,7672,2148,2388,Protests,acled,2026-04-20 19:50:05
IRN,2023,214,4070,56,3549,Protests,acled,2026-04-20 19:50:05
IRQ,2023,1397,6531,1254,893,Explosions/Remote violence,acled,2026-04-20 19:50:05
ISR,2023,1773,4259,167,2565,Protests,acled,2026-04-20 19:50:05
JOR,2023,7,455,8,430,Protests,acled,2026-04-20 19:50:05
LBN,2023,272,3191,141,1048,Explosions/Remote violence,acled,2026-04-20 19:50:05
PSE,2023,22915,14119,1986,6237,Riots,acled,2026-04-20 19:50:05
TUR,2023,150,6087,93,4814,Protests,acled,2026-04-20 19:50:05
CUB,2023,6,168,0,63,Strategic developments,acled,2026-04-20 19:50:05
DOM,2023,14,148,1,101,Protests,acled,2026-04-20 19:50:05
GUY,2023,1,68,3,58,Protests,acled,2026-04-20 19:50:05
JAM,2023,423,582,104,139,Violence against civilians,acled,2026-04-20 19:50:05
MEX,2023,7276,13594,1338,6376,Protests,acled,2026-04-20 19:50:05
PRI,2023,198,373,52,88,Violence against civilians,acled,2026-04-20 19:50:05
SLV,2023,59,202,37,95,Protests,acled,2026-04-20 19:50:05
TTO,2023,333,584,65,154,Violence against civilians,acled,2026-04-20 19:50:05
DZA,2023,14,438,3,412,Protests,acled,2026-04-20 19:50:05
BFA,2023,8505,2360,647,164,Battles,acled,2026-04-20 19:50:05
CMR,2023,2184,3781,1033,183,Violence against civilians,acled,2026-04-20 19:50:05
TCD,2023,301,187,37,65,Violence against civilians,acled,2026-04-20 19:50:05
LBR,2023,9,67,0,61,Protests,acled,2026-04-20 19:50:05
LBY,2023,96,201,34,100,Protests,acled,2026-04-20 19:50:05
MRT,2023,9,251,2,236,Protests,acled,2026-04-20 19:50:05
MLI,2023,4347,2250,467,114,Violence against civilians,acled,2026-04-20 19:50:05
MAR,2023,38,2214,2,2157,Protests,acled,2026-04-20 19:50:05
NGA,2023,8790,4713,1188,1067,Violence against civilians,acled,2026-04-20 19:50:05
NER,2023,1159,798,127,65,Strategic developments,acled,2026-04-20 19:50:05
RWA,2023,8,22,2,3,Violence against civilians,acled,2026-04-20 19:50:05
SEN,2023,48,290,4,232,Riots,acled,2026-04-20 19:50:05
TUN,2023,9,774,2,749,Protests,acled,2026-04-20 19:50:05
UGA,2023,367,571,50,308,Riots,acled,2026-04-20 19:50:05
GBR,2023,1,1125,0,1108,Protests,acled,2026-04-20 19:50:05
AFG,2023,1238,1610,286,264,Violence against civilians,acled,2026-04-20 19:50:05
BGD,2023,336,2716,44,2315,Protests,acled,2026-04-20 19:50:05
IND,2023,1205,22931,512,20303,Protests,acled,2026-04-20 19:50:05
MDV,2023,0,74,0,71,Protests,acled,2026-04-20 19:50:05
NPL,2023,7,2483,0,2418,Protests,acled,2026-04-20 19:50:05
PAK,2023,2380,9121,672,7124,Protests,acled,2026-04-20 19:50:05
AUS,2023,0,883,0,880,Protests,acled,2026-04-20 19:50:05
IDN,2023,219,3578,92,3253,Protests,acled,2026-04-20 19:50:05
JPN,2023,0,1793,0,1790,Protests,acled,2026-04-20 19:50:05
PHL,2023,858,1272,309,414,Violence against civilians,acled,2026-04-20 19:50:05
TWN,2023,0,1262,0,1255,Protests,acled,2026-04-20 19:50:05
CHN,2023,9,1626,0,1452,Protests,acled,2026-04-20 19:50:05
KOR,2023,0,6344,0,6340,Protests,acled,2026-04-20 19:50:05
MMR,2023,21765,19114,5395,2268,Explosions/Remote violence,acled,2026-04-20 19:50:05
ALB,2023,1,103,0,97,Protests,acled,2026-04-20 19:50:05
AZE,2023,570,807,436,187,Battles,acled,2026-04-20 19:50:05
BGR,2023,0,578,0,577,Protests,acled,2026-04-20 19:50:05
BLR,2023,2,70,1,5,Strategic developments,acled,2026-04-20 19:50:05
CYP,2023,5,358,1,271,Protests,acled,2026-04-20 19:50:05
CZE,2023,0,247,0,236,Protests,acled,2026-04-20 19:50:05
DNK,2023,0,516,0,512,Protests,acled,2026-04-20 19:50:05
GEO,2023,2,320,0,311,Protests,acled,2026-04-20 19:50:05
GRC,2023,146,876,0,609,Protests,acled,2026-04-20 19:50:05
HUN,2023,0,206,0,201,Protests,acled,2026-04-20 19:50:05
KAZ,2023,4,651,0,583,Protests,acled,2026-04-20 19:50:05
LTU,2023,0,73,0,72,Protests,acled,2026-04-20 19:50:05
MNE,2023,1,138,0,136,Protests,acled,2026-04-20 19:50:05
POL,2023,3,1066,0,1027,Protests,acled,2026-04-20 19:50:05
RUS,2023,257,4117,35,414,Explosions/Remote violence,acled,2026-04-20 19:50:05
TJK,2023,6,12,2,3,Strategic developments,acled,2026-04-20 19:50:05
UKR,2023,39785,58093,10990,135,Explosions/Remote violence,acled,2026-04-20 19:50:05
UZB,2023,3,123,0,94,Protests,acled,2026-04-20 19:50:05
CAN,2023,4,1978,0,1940,Protests,acled,2026-04-20 19:50:05
USA,2023,67,12729,1,11704,Protests,acled,2026-04-20 19:50:05
AGO,2023,90,219,3,148,Protests,acled,2026-04-20 19:50:05
KEN,2023,1016,2555,202,1659,Protests,acled,2026-04-20 19:50:05
MOZ,2023,310,455,61,142,Strategic developments,acled,2026-04-20 19:50:05
NAM,2023,4,103,0,98,Protests,acled,2026-04-20 19:50:05
STP,2023,0,9,0,9,Protests,acled,2026-04-20 19:50:05
SWZ,2023,32,84,1,58,Protests,acled,2026-04-20 19:50:05
TZA,2023,23,82,1,42,Violence against civilians,acled,2026-04-20 19:50:05
ZWE,2023,40,234,0,154,Riots,acled,2026-04-20 19:50:05
BLZ,2023,38,93,14,25,Violence against civilians,acled,2026-04-20 19:50:05
HND,2023,655,1480,76,829,Protests,acled,2026-04-20 19:50:05
NIC,2023,13,89,5,4,Strategic developments,acled,2026-04-20 19:50:05
PAN,2023,7,764,0,747,Protests,acled,2026-04-20 19:50:05
SUR,2023,2,39,0,30,Protests,acled,2026-04-20 19:50:05
BEN,2023,218,373,54,63,Violence against civilians,acled,2026-04-20 19:50:05
BDI,2023,199,334,21,51,Violence against civilians,acled,2026-04-20 19:50:05
CAF,2023,618,465,138,31,Violence against civilians,acled,2026-04-20 19:50:05
GAB,2023,2,87,1,67,Protests,acled,2026-04-20 19:50:05
GHA,2023,177,368,15,285,Riots,acled,2026-04-20 19:50:05
GIN,2023,72,314,7,268,Protests,acled,2026-04-20 19:50:05
BHR,2023,0,824,0,812,Protests,acled,2026-04-20 19:50:05
ECU,2023,2809,3230,450,567,Violence against civilians,acled,2026-04-20 19:50:05
URY,2023,1,102,0,101,Protests,acled,2026-04-20 19:50:05
DEU,2023,8,4159,0,4062,Protests,acled,2026-04-20 19:50:05
FRA,2023,5,8892,0,8753,Protests,acled,2026-04-20 19:50:05
THA,2023,57,608,49,323,Protests,acled,2026-04-20 19:50:05
NZL,2023,0,215,0,214,Protests,acled,2026-04-20 19:50:05
BIH,2023,0,141,0,134,Protests,acled,2026-04-20 19:50:05
FIN,2023,0,302,0,297,Protests,acled,2026-04-20 19:50:05
MKD,2023,0,215,0,208,Protests,acled,2026-04-20 19:50:05
SRB,2023,18,501,0,487,Protests,acled,2026-04-20 19:50:05
SVK,2023,0,107,0,103,Protests,acled,2026-04-20 19:50:05
SVN,2023,0,100,0,94,Protests,acled,2026-04-20 19:50:05
SWE,2023,0,1457,0,1454,Protests,acled,2026-04-20 19:50:05
CIV,2023,27,105,3,77,Riots,acled,2026-04-20 19:50:05
GMB,2023,2,10,3,4,Battles,acled,2026-04-20 19:50:05
SLE,2023,32,73,3,40,Riots,acled,2026-04-20 19:50:05
AIA,2023,0,1,0,1,Riots,acled,2026-04-20 19:50:05
ESP,2023,0,3208,0,3205,Protests,acled,2026-04-20 19:50:05
ITA,2023,0,3333,0,3231,Protests,acled,2026-04-20 19:50:05
ARM,2023,24,427,107,298,Protests,acled,2026-04-20 19:50:05
KGZ,2023,2,213,2,177,Protests,acled,2026-04-20 19:50:05
MDA,2023,1,225,0,196,Protests,acled,2026-04-20 19:50:05
NOR,2023,0,341,0,339,Protests,acled,2026-04-20 19:50:05
ROU,2023,1,470,0,443,Protests,acled,2026-04-20 19:50:05
MYS,2023,0,157,0,130,Protests,acled,2026-04-20 19:50:05
SLB,2023,1,5,0,3,Protests,acled,2026-04-20 19:50:05
VNM,2023,11,18,2,14,Protests,acled,2026-04-20 19:50:05
IRL,2023,0,370,0,361,Protests,acled,2026-04-20 19:50:05
GTM,2023,852,1986,141,1058,Protests,acled,2026-04-20 19:50:05
MDG,2023,512,805,231,285,Battles,acled,2026-04-20 19:50:05
KHM,2023,0,90,0,87,Protests,acled,2026-04-20 19:50:05
PRK,2023,12,67,2,0,Strategic developments,acled,2026-04-20 19:50:05
EST,2023,0,28,0,26,Protests,acled,2026-04-20 19:50:05
LVA,2023,0,36,0,36,Protests,acled,2026-04-20 19:50:05
CPV,2023,0,52,0,49,Protests,acled,2026-04-20 19:50:05
MUS,2023,2,117,0,108,Protests,acled,2026-04-20 19:50:05
EGY,2023,31,207,2,175,Protests,acled,2026-04-20 19:50:05
BHS,2023,0,21,0,5,Violence against civilians,acled,2026-04-20 19:50:05
LCA,2023,0,12,0,10,Protests,acled,2026-04-20 19:50:05
MNG,2023,0,87,0,87,Protests,acled,2026-04-20 19:50:05
PNG,2023,357,375,9,269,Riots,acled,2026-04-20 19:50:05
NLD,2023,0,776,0,766,Protests,acled,2026-04-20 19:50:05
DJI,2023,17,16,0,12,Riots,acled,2026-04-20 19:50:05
CRI,2023,3,236,0,227,Protests,acled,2026-04-20 19:50:05
TKL,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
MCO,2023,0,3,0,3,Protests,acled,2026-04-20 19:50:05
HRV,2023,0,133,0,132,Protests,acled,2026-04-20 19:50:05
BWA,2023,7,25,0,22,Riots,acled,2026-04-20 19:50:05
TGO,2023,100,38,11,5,Battles,acled,2026-04-20 19:50:05
MNP,2023,0,2,0,2,Protests,acled,2026-04-20 19:50:05
SAU,2023,193,24,1,0,Strategic developments,acled,2026-04-20 19:50:05
PRT,2023,0,581,0,581,Protests,acled,2026-04-20 19:50:05
NCL,2023,0,64,0,64,Protests,acled,2026-04-20 19:50:05
COG,2023,6,12,0,6,Riots,acled,2026-04-20 19:50:05
GNQ,2023,0,2,0,2,Protests,acled,2026-04-20 19:50:05
PYF,2023,0,38,0,36,Protests,acled,2026-04-20 19:50:05
ERI,2023,1,6,0,0,Strategic developments,acled,2026-04-20 19:50:05
HTI,2023,2520,1821,453,417,Violence against civilians,acled,2026-04-20 19:50:05
AND,2023,0,8,0,8,Protests,acled,2026-04-20 19:50:05
LKA,2023,7,890,2,836,Protests,acled,2026-04-20 19:50:05
TKM,2023,1,4,0,2,Protests,acled,2026-04-20 19:50:05
SYC,2023,0,4,0,4,Protests,acled,2026-04-20 19:50:05
ARE,2023,0,4,0,1,Strategic developments,acled,2026-04-20 19:50:05
GNB,2023,5,33,1,21,Protests,acled,2026-04-20 19:50:05
MYT,2023,0,73,0,71,Protests,acled,2026-04-20 19:50:05
FSM,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
NIU,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
TLS,2023,0,16,0,15,Protests,acled,2026-04-20 19:50:05
BEL,2023,4,721,1,709,Protests,acled,2026-04-20 19:50:05
FJI,2023,0,9,0,9,Protests,acled,2026-04-20 19:50:05
CHE,2023,0,194,0,191,Protests,acled,2026-04-20 19:50:05
MHL,2023,0,4,0,3,Protests,acled,2026-04-20 19:50:05
BRB,2023,0,3,0,3,Protests,acled,2026-04-20 19:50:05
ISL,2023,0,42,0,41,Protests,acled,2026-04-20 19:50:05
VAT,2023,0,2,0,2,Protests,acled,2026-04-20 19:50:05
TCA,2023,0,14,0,0,Strategic developments,acled,2026-04-20 19:50:05
VCT,2023,0,2,0,1,Protests,acled,2026-04-20 19:50:05
VUT,2023,0,5,0,2,Strategic developments,acled,2026-04-20 19:50:05
FRO,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
GRL,2023,0,5,0,5,Protests,acled,2026-04-20 19:50:05
SMR,2023,0,2,0,2,Protests,acled,2026-04-20 19:50:05
WSM,2023,0,2,0,2,Riots,acled,2026-04-20 19:50:05
SGP,2023,0,3,0,2,Protests,acled,2026-04-20 19:50:05
QAT,2023,0,19,0,17,Protests,acled,2026-04-20 19:50:05
NRU,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
OMN,2023,0,16,0,7,Strategic developments,acled,2026-04-20 19:50:05
BRN,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
CUW,2023,0,5,0,5,Protests,acled,2026-04-20 19:50:05
GRD,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
BMU,2023,0,11,0,11,Protests,acled,2026-04-20 19:50:05
REU,2023,0,178,0,175,Protests,acled,2026-04-20 19:50:05
GUF,2023,2,60,1,57,Protests,acled,2026-04-20 19:50:05
BTN,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
ATG,2023,1,16,0,14,Protests,acled,2026-04-20 19:50:05
COM,2023,1,39,0,29,Protests,acled,2026-04-20 19:50:05
SYR,2023,6317,12827,2556,1388,Explosions/Remote violence,acled,2026-04-20 19:50:05
AUT,2023,0,443,0,437,Protests,acled,2026-04-20 19:50:05
MLT,2023,0,76,0,75,Protests,acled,2026-04-20 19:50:05
MTQ,2023,0,77,0,76,Protests,acled,2026-04-20 19:50:05
SPM,2023,0,6,0,6,Protests,acled,2026-04-20 19:50:05
WLF,2023,0,12,0,12,Protests,acled,2026-04-20 19:50:05
GLP,2023,0,76,0,76,Protests,acled,2026-04-20 19:50:05
DMA,2023,0,6,0,4,Protests,acled,2026-04-20 19:50:05
LUX,2023,0,40,0,39,Protests,acled,2026-04-20 19:50:05
KNA,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
ATA,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
ABW,2023,0,5,0,4,Protests,acled,2026-04-20 19:50:05
MAF,2023,0,5,1,4,Protests,acled,2026-04-20 19:50:05
SXM,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
LAO,2023,0,2,0,0,Violence against civilians,acled,2026-04-20 19:50:05
GUM,2023,0,8,0,8,Protests,acled,2026-04-20 19:50:05
BES,2023,0,5,0,2,Strategic developments,acled,2026-04-20 19:50:05
VGB,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
CYM,2023,0,1,0,0,Strategic developments,acled,2026-04-20 19:50:05
KWT,2023,0,17,0,9,Protests,acled,2026-04-20 19:50:05
GIB,2023,0,1,0,1,Protests,acled,2026-04-20 19:50:05
